,numquest,A1_sexe,A2_genre,A2_diff,A3_age_m,A3_age_y,age_groupe,A4_taille,A5_poids,A6_IMC,B01,B02,B03,B04/07,B05/08,Règles,C_AP,Dcons01,Dcons02,Dcons03,Dcons04,Dcons05,Dcons06,Dcons07,Dcons08,Dcons09,Dcons10,Dcons11,Dcons12,Dcons13,Dcons14,Dcons15,Dcons16,Dcons17,Dcons18,Dcons19,Dcons20,Dcons21,Dcons22,Dcons23,EIRI01,EIRI02,EIRI03,EIRI04,EIRI05,EIRI06,EIRI07,EIRI08,EIRI09,EIRI10,EIRI11,EIRI12,EIRI13,EIRI14,F_reseau,F02,F03,Greseau01,Greseau02,Greseau03,Greseau04,Greseau05,Greseau06,Greseau07,Greseau08,Greseau09,Greseau10,Greseau11,Hest01,Hest02,Hest03,Hest04,Hest05,Hest06,Hest07,Hest08,Hest09,Hest10,Hest11,Hest12,Hest13,Hest14,Hest15,Hest16,Hest17,Hest18,Hest19,Hest20,Hest21,Hest22,Hest23,Iobj01,Iobj02,Iobj03,Iobj04,Iobj05,Iobj06,Iobj07,Iobj08,IIpress01,IIpress02,IIpress03,IIpress04,IIpress05,IIpress06,IIpress07,IIpress08,IIpress09,IIpress10,IIpress11,IIpress12,Jcons01,Jcons02,Jcons03,Jcons04,Jcons05,Jcons06,Jcons07,Kinter01,Kinter02,Kinter03,Kinter04,Kinter05,Kinter06,Kinter07,Kinter08,Kinter09,Kinter10,Kinter11,Kinter12,Kinter13,Kinter14,Kinter15,Kinter16,Kinter17,Kinter18,Kinter19,Kinter20,Kinter21,L1tact01,L1tact02,L1tact03,L1tact04,L1tact05,L1tact06,L1tact07,L2tact01,L2tact02,L2tact03,L2tact04,L2tact05,L2tact06,L2tact07,L2tact08,L3mouv01,L3mouv02,L3mouv03,L3mouv04,L3mouv05,L3mouv06,L3mouv07,L3mouv08,L4act01,L4act02,L4act03,L4act04,L4act05,L4act06,L4act07,L4act08,L4act09,L4act10,M1_douleurs_nb,NLpairs01,NLpairs02,NLpairs03,NLpairs04,NLpairs05,NLpairs06,NLpairs07,NLpairs08,NLpairs09,NLpairs10,classe,filiere,diplome_parent,sit_eco,langue,main,departement
33,147,1,0,1,142,11,1,147.0,40.0,18.510805682817345,3,3,3,3,1,,1,2,3,2,2,2,4,4,3,2,4,4,5,1,3,2,2,2,1,3,2,2,1,1,2,5,3,1,4,4,3,3,4,2,1,1,2,1,1,2,1,4,3,1,2,3,4,5,2,3,2,3,3,4,5,4,1,4,4,5,4,4,4,4,4,5,4,4,5,5,5,2,3,5,4,4,2,2,4,2,4,3,,1,1,1,2,1,1,1,3,1,4,1,1,3,4,2,3,2,,,3,5,2,3,2,3,4,4,4,1,1,1,1,2,1,1,1,1,4,3,3,1,5,3,5,4,3,2,1,4,5,2,1,1,3,3,3,5,5,1,5,5,3,4,1,3,4,3,4,3,4,5,3,5,0,,,,,,,,,,,6,,,4,Y,1,
34,151,2,2,2,183,15,2,176.0,61.0,19.692665289256198,,3,3,,,,4,5,5,4,3,4,4,5,3,4,3,4,2,2,4,2,1,5,4,3,4,2,2,3,4,4,3,5,5,4,4,2,4,3,,2,3,2,1,5,5,5,5,5,5,5,5,5,3,4,2,4,3,3,4,4,5,4,3,5,1,5,2,4,4,,3,5,4,5,5,4,3,4,3,4,2,3,4,2,3,3,,1,4,1,2,1,3,4,3,1,3,4,4,4,3,3,5,5,,,3,3,3,4,3,,2,2,1,3,3,4,4,4,5,2,3,2,3,1,2,5,3,5,1,4,2,4,2,3,3,3,4,3,3,3,2,4,5,2,2,5,4,4,3,4,2,2,4,4,2,3,2,4,4,2,4,3,4,3,3,3,1,2,3,1,,,4,Y,1,
35,154,1,1,2,239,19,3,145.0,87.0,41.37931034482759,4,4,4,4,4,11,1,5,3,3,5,5,2,4,5,4,5,3,1,5,3,3,3,4,5,3,5,3,5,5,3,4,3,3,4,4,5,1,4,3,2,3,1,4,1,4,3,5,5,4,5,3,2,3,3,3,3,2,3,3,3,2,4,3,3,1,3,3,4,3,3,3,3,1,3,1,2,4,2,2,2,5,3,3,5,5,4,5,,4,4,5,5,3,4,5,3,4,5,3,5,3,1,3,5,2,,,2,5,1,3,4,1,4,3,3,3,4,5,4,4,4,3,1,1,3,4,3,3,1,5,3,3,2,4,3,3,3,2,2,2,5,2,2,4,5,4,3,1,3,2,3,5,3,1,1,1,3,1,2,2,,4,,,4,4,,2,2,3,4,-2,,,5,Y,1,
36,157,1,1,2,175,14,2,160.0,51.0,19.921874999999996,4,4,3,3,4,13,1,4,4,,3,4,4,5,4,3,2,4,4,,4,3,4,5,5,4,4,2,4,2,4,2,5,4,4,3,4,4,5,4,,3,1,3,1,2,3,5,4,3,4,5,4,2,3,4,2,4,3,3,3,4,2,3,2,4,2,4,3,4,4,3,4,5,5,4,5,3,2,4,3,4,4,3,4,4,5,3,,3,2,4,4,1,1,4,4,2,5,4,4,3,2,4,5,4,,,2,4,2,4,2,4,3,2,2,4,3,3,4,4,5,4,3,,4,4,4,3,4,3,3,3,2,5,4,3,4,3,3,2,5,2,3,4,5,2,4,5,5,2,5,1,2,3,2,4,3,4,4,1,0,4,4,2,4,2,4,4,1,4,4,3,,,4,Y,1,
37,164,1,1,2,254,21,3,158.0,60.0,24.034609838166958,4,4,4,4,4,13,4,4,5,,5,4,5,4,4,5,5,4,5,4,5,2,5,5,3,5,3,5,3,4,4,3,3,5,3,4,4,1,5,4,2,3,2,3,1,3,5,5,4,5,4,2,2,3,3,1,1,1,2,3,1,1,3,1,5,2,2,1,5,3,5,3,1,1,1,1,1,3,1,1,1,5,4,4,5,5,5,5,,5,4,3,4,5,4,1,2,5,5,5,5,5,3,4,5,5,,,5,5,2,3,1,3,2,2,5,1,2,5,4,4,4,4,1,2,2,3,5,2,3,4,2,3,1,5,2,3,4,2,2,2,5,1,4,5,4,1,5,5,5,3,5,5,2,2,5,4,1,4,1,2,0,4,3,3,4,3,4,3,2,4,3,-4,,,4,Y,1,
38,168,1,1,2,268,22,3,156.0,53.0,21.7784352399737,4,4,2,3,4,11,3,4,4,4,1,4,5,5,5,4,3,4,5,2,4,3,2,5,5,5,5,4,4,1,4,1,3,3,3,4,4,4,2,4,5,3,2,2,1,1,3,4,3,4,2,3,3,4,3,1,1,1,2,3,3,1,4,3,4,3,3,3,3,4,2,3,3,5,4,3,4,2,2,3,3,4,3,4,5,4,5,4,,2,2,3,2,2,2,3,2,4,5,5,4,2,1,2,2,3,,,3,3,2,3,2,3,4,4,5,3,4,4,4,4,4,3,1,1,3,3,2,3,5,5,5,5,1,4,2,2,2,3,2,1,3,1,1,4,1,2,1,4,2,2,5,3,5,1,4,3,1,2,3,3,2,,,,,,,,,,,-5,,,2,Y,1,
39,169,1,1,2,256,21,3,165.0,56.0,20.569329660238754,4,4,4,4,4,11,2,5,4,4,5,5,4,4,5,5,3,3,4,4,3,4,3,3,4,3,5,2,5,2,3,5,4,3,5,3,4,4,2,3,5,4,3,3,1,4,5,5,5,5,5,5,5,4,3,5,2,5,2,2,3,5,2,2,4,5,1,5,3,2,2,2,2,5,3,4,5,4,3,3,2,3,4,3,4,3,4,4,,1,1,1,2,1,1,1,1,1,5,4,3,4,4,4,4,5,,,4,5,3,4,2,4,3,2,2,2,4,5,4,5,5,4,3,2,3,3,4,4,5,3,4,5,1,3,1,2,4,2,5,3,5,3,4,4,5,3,5,4,5,3,3,1,4,3,3,5,4,3,4,5,0,2,3,2,3,2,2,3,4,3,,-3,,,2,,1,
40,170,2,2,2,279,23,3,177.0,61.0,19.4707778735357,4,4,4,,,,1,3,5,4,5,5,5,5,4,5,4,5,4,4,5,4,3,5,3,5,5,3,4,3,3,4,3,4,5,3,4,4,4,4,4,5,4,4,1,3,4,5,5,5,5,5,5,2,3,4,2,3,4,4,2,2,1,3,4,2,3,3,5,4,3,3,4,4,5,5,5,3,1,3,3,4,3,2,5,4,4,4,,2,3,4,5,2,1,3,2,4,5,4,4,4,4,4,5,2,,,4,5,3,4,3,4,3,4,3,4,2,5,4,4,4,3,2,2,2,3,4,3,3,5,3,4,1,1,1,3,3,2,3,2,2,3,4,4,5,5,5,3,5,3,2,1,4,2,1,4,3,3,1,3,0,3,3,1,4,2,1,2,3,3,3,-4,,,3,Y,2,
41,177,1,1,2,257,21,3,160.0,53.0,20.703124999999996,4,4,4,,4,15,2,2,5,,5,4,3,5,5,4,5,2,3,4,5,4,5,5,4,4,5,5,,3,,3,4,4,3,4,4,5,4,4,2,4,1,1,1,1,3,5,2,4,2,1,,1,1,4,1,1,2,,2,4,2,4,4,4,4,3,5,3,3,4,4,3,4,4,4,1,4,3,2,3,2,2,3,3,3,4,,2,3,2,2,3,3,3,2,3,5,1,2,2,2,3,5,2,,,2,3,2,4,2,3,1,2,2,2,4,4,4,3,3,3,3,2,3,2,2,2,3,1,2,3,1,3,1,2,3,1,5,1,2,,,5,1,,4,3,4,3,1,4,4,1,2,1,3,3,4,2,2,4,3,4,4,2,4,4,3,3,4,-3,,,2,Y,1,
42,179,1,1,2,267,22,3,173.0,63.0,21.04981790236894,4,4,4,4,4,13,2,5,4,4,1,5,4,5,3,5,3,4,1,4,4,4,2,4,5,3,4,2,5,4,5,4,4,4,5,2,5,4,2,4,,4,3,3,1,2,3,5,2,4,4,1,1,5,1,1,1,1,3,3,2,2,4,2,2,2,2,2,2,5,2,4,3,3,3,2,2,3,3,3,2,5,2,4,5,5,4,4,,3,4,3,3,1,1,3,2,5,5,5,5,3,5,3,1,3,,,3,4,4,5,4,2,2,1,3,2,4,2,2,3,3,4,4,4,3,3,3,5,2,5,1,5,1,3,3,1,5,1,1,4,5,4,4,4,5,5,1,4,5,1,4,5,5,4,5,3,4,2,5,5,0,4,4,4,3,3,3,4,4,3,4,-4,,,4,Y,2,
43,180,1,1,2,249,20,3,165.0,55.0,20.202020202020204,4,4,2,4,4,12,2,4,5,4,5,4,2,5,3,5,1,2,5,3,4,4,2,2,3,4,4,2,2,4,4,4,4,4,,4,5,3,5,2,3,2,5,4,1,4,1,5,5,5,5,2,2,1,1,4,1,2,3,3,5,5,2,4,5,5,4,5,3,2,5,5,5,5,4,5,5,3,4,5,3,3,1,2,3,2,4,3,,1,5,3,4,1,2,3,2,1,5,2,2,2,3,1,2,3,,,2,4,1,2,3,2,2,3,1,2,1,2,1,1,1,2,1,1,5,5,3,5,3,1,,3,1,2,1,3,5,2,5,3,5,3,4,3,5,4,5,2,5,2,2,2,2,5,5,5,5,4,3,2,2,4,4,4,4,2,2,2,1,4,4,-3,,,4,Y,1,
44,182,2,2,2,260,21,3,189.0,79.0,22.11584222166233,4,3,2,,,,3,4,4,4,2,4,4,4,1,5,4,4,2,4,4,4,4,4,4,4,2,4,5,5,5,2,3,5,5,3,4,3,5,4,5,4,1,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,2,4,3,5,4,3,3,5,2,5,5,4,2,4,3,5,2,5,5,4,1,3,2,5,2,3,4,4,4,4,,4,4,2,2,1,1,4,4,3,5,4,2,5,5,4,5,3,,,5,5,5,5,2,3,4,2,2,3,3,5,5,3,4,4,4,5,4,4,5,4,4,5,1,5,4,4,2,2,2,2,5,4,3,5,4,5,5,2,1,5,5,2,1,3,4,1,1,2,1,1,3,4,1,4,4,4,4,4,3,3,4,3,4,-4,,,4,Y,1,
45,191,2,2,2,165,13,1,168.0,51.0,18.069727891156464,2,3,3,,,,,2,4,,1,2,3,4,5,2,1,1,2,2,5,4,1,3,2,4,3,4,4,1,1,5,4,5,4,3,5,4,4,3,4,3,1,1,1,5,4,5,5,5,5,2,2,3,5,4,1,2,2,4,3,5,1,,2,5,1,5,5,4,5,,5,5,5,5,5,3,4,5,5,1,4,,3,1,5,2,,1,1,1,1,1,1,3,2,1,5,1,1,4,4,1,5,3,,,5,,5,5,2,,2,5,2,4,1,3,5,4,1,4,1,2,4,5,5,2,2,5,5,5,1,4,1,5,5,1,3,2,5,1,5,5,4,2,5,5,5,4,1,5,2,3,5,4,5,3,3,4,0,,,,,,,,,3,,4,,,4,Y,1,
46,195,1,1,2,164,13,1,160.0,55.0,21.484374999999996,3,3,3,2,4,12,4,5,5,3,4,5,3,5,5,5,3,3,5,4,3,5,5,5,5,3,4,4,5,4,3,5,1,3,4,5,3,4,3,4,5,2,3,3,2,0,0,1,1,1,1,1,1,1,2,1,1,1,1,3,3,4,1,3,3,4,4,3,5,3,4,4,2,2,5,4,5,1,3,3,3,3,1,1,1,4,3,4,,1,2,1,2,3,2,5,3,2,5,1,1,3,3,4,5,4,,,3,3,2,3,2,1,2,4,4,4,2,5,2,3,2,3,2,3,1,4,3,2,2,5,3,5,4,5,1,1,2,1,1,2,4,3,2,3,4,3,4,1,3,4,4,1,4,1,4,4,1,1,5,1,,3,3,3,3,3,4,1,4,3,3,4,,,4,,1,
47,196,1,1,2,239,19,3,162.0,65.0,24.76756591982929,4,4,4,4,4,10,1,3,3,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,2,5,4,4,4,5,3,5,4,4,3,2,4,1,4,1,5,5,5,5,3,4,3,3,4,3,4,3,3,3,4,3,3,4,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,3,3,4,3,,3,3,3,3,3,3,3,3,3,1,3,3,3,3,2,3,3,,,3,4,2,4,3,2,1,3,3,4,2,4,4,4,4,3,3,3,3,3,3,4,3,1,5,5,5,4,1,1,1,1,1,1,3,1,3,3,5,5,5,2,4,3,5,5,1,3,3,3,2,4,5,1,4,3,3,3,4,2,4,3,3,3,2,4,travail,,4,,1,
48,197,1,1,2,175,14,2,169.0,66.0,23.1084345786212,4,4,3,3,4,12,4,4,5,3,5,5,4,4,4,4,4,5,5,2,4,4,3,4,3,4,4,5,,3,4,2,,5,5,5,5,4,5,5,3,2,1,2,1,3,1,5,4,4,4,5,5,5,4,5,2,3,5,4,1,2,2,2,1,1,4,1,2,4,3,3,3,3,4,1,2,5,1,3,3,5,3,3,5,5,4,5,,3,3,5,5,1,1,1,3,5,4,5,5,5,3,4,4,3,,,2,5,3,4,4,5,4,1,1,1,1,3,3,3,1,2,1,2,2,3,3,5,3,4,1,3,1,1,1,3,3,3,2,2,5,2,3,4,3,4,3,4,5,2,4,5,3,1,3,3,3,5,2,2,0,,,,,,,,,,,3,,,4,,1,
49,201,1,1,2,254,21,3,155.0,50.0,20.811654526534856,4,3,2,4,4,10,2,3,4,3,4,4,5,5,4,4,3,5,4,3,5,4,5,5,3,5,4,5,3,5,5,1,4,2,4,2,5,1,4,5,3,5,1,2,1,5,2,5,5,5,5,4,4,4,3,4,3,4,4,3,2,2,2,3,1,2,1,2,3,2,3,3,2,2,2,2,3,5,1,3,2,4,4,4,2,4,5,4,,2,2,2,2,4,4,4,5,3,5,4,5,4,3,3,4,2,,,3,4,4,4,3,3,4,2,3,3,3,4,4,4,4,4,3,2,3,3,3,4,1,1,3,3,1,3,4,4,4,4,4,2,5,4,4,4,3,3,4,4,5,5,3,1,3,3,1,2,2,2,3,4,2,1,2,1,2,2,3,3,1,2,2,3,travail,,4,,1,
50,212,2,2,2,237,19,3,177.0,60.0,19.15158479364167,4,4,4,,,,3,4,5,3,2,4,3,4,1,3,2,3,3,5,4,3,2,4,3,3,5,5,5,1,4,3,5,5,5,4,5,5,5,3,5,5,1,4,1,3,5,2,1,1,5,2,3,1,1,1,1,1,3,3,4,5,4,4,5,5,3,5,5,4,5,5,5,5,5,5,5,4,3,4,4,3,4,4,5,1,3,2,,1,1,4,1,1,1,4,4,1,5,4,1,5,4,5,5,2,,,4,4,3,3,5,4,3,1,2,1,1,4,5,5,5,5,3,4,4,4,5,5,5,5,5,5,1,1,3,3,4,1,5,1,2,1,5,5,5,5,4,5,5,5,5,5,4,2,5,5,4,4,4,2,1,,,1,4,,4,4,2,4,,-2,STAPS,,4,Y,1,59
51,213,1,1,2,215,17,2,163.0,52.0,19.57168128269788,4,3,3,4,4,13,2,4,2,4,1,4,4,3,5,5,3,4,1,4,4,3,2,5,2,5,4,2,2,1,2,5,2,5,4,1,1,4,5,5,5,1,1,1,1,2,3,5,3,1,2,2,2,5,2,4,1,2,4,4,3,5,3,4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,3,5,5,4,3,4,4,2,5,4,,1,1,5,5,2,2,5,5,4,5,5,4,4,1,3,2,3,,,4,4,1,4,4,4,3,2,1,1,3,4,3,2,2,5,4,2,5,5,4,5,1,5,5,4,1,5,4,4,5,3,5,5,5,5,3,5,5,3,5,3,5,1,4,4,3,2,4,5,4,4,4,5,0,4,4,1,4,4,1,2,2,4,4,0,,,5,Y,1,83
52,214,1,1,2,219,18,3,163.0,70.0,26.346494034400994,4,4,,4,4,12,1,5,4,3,3,4,2,4,5,1,4,2,4,3,5,3,3,4,3,4,3,4,4,3,1,4,1,5,2,3,1,4,4,2,5,3,3,2,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,4,3,4,2,5,2,3,3,3,2,4,5,5,1,4,4,2,3,1,3,1,1,3,4,,1,2,1,1,1,3,4,2,1,5,1,3,4,3,3,5,4,,,2,3,4,3,2,1,2,5,5,4,3,4,3,4,3,4,1,3,3,2,3,2,5,5,2,5,3,3,1,2,2,1,1,1,2,1,1,5,4,2,5,3,5,5,1,5,5,2,4,2,2,1,1,3,,4,4,,4,,,1,1,4,3,0,,,5,Y,0,83
53,216,1,1,2,212,17,2,169.0,63.0,22.058051188683873,4,4,4,4,4,11,2,4,4,4,1,4,4,5,2,4,2,4,1,4,4,2,1,3,5,3,4,2,2,1,4,4,2,5,4,4,5,4,5,4,4,4,3,4,1,5,4,5,5,5,5,4,4,4,1,2,1,2,3,4,3,2,4,4,4,3,3,3,5,4,4,4,4,5,5,3,5,3,3,3,3,5,4,2,5,4,5,4,,1,1,1,1,2,1,3,4,4,5,5,5,5,3,5,5,4,,,4,4,5,5,2,2,2,4,3,4,5,5,5,5,5,5,2,2,4,5,5,5,2,4,5,5,1,5,4,4,5,4,5,3,5,4,5,4,5,2,5,4,5,4,4,2,5,1,4,5,5,4,2,5,0,4,4,3,2,4,,4,2,4,4,0,,,5,Y,1,13
54,217,2,2,2,213,17,2,191.0,95.0,26.040952824758094,4,4,3,,,,4,5,5,5,4,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,4,1,5,1,5,1,5,5,5,3,3,3,1,3,3,5,4,1,4,1,3,5,1,4,1,3,5,2,5,5,1,5,3,5,5,5,5,3,5,3,4,1,5,1,5,1,1,5,4,1,1,3,1,5,5,5,,4,4,4,2,4,1,1,1,5,5,5,5,5,5,5,5,5,,,5,5,5,5,1,1,1,5,1,5,5,5,5,5,5,1,5,5,5,5,5,3,5,4,2,1,1,4,5,3,5,4,1,3,5,5,3,5,5,1,5,5,5,1,1,1,4,1,5,2,4,1,1,5,0,,,,,,,,,,,0,,,4,Y,1,83
55,218,2,2,2,218,18,3,181.0,78.0,23.808797045267237,4,4,2,,,,3,4,5,3,2,3,4,5,4,4,2,3,1,4,4,3,3,4,4,3,4,3,4,2,4,4,5,4,4,4,5,4,4,3,4,4,4,4,1,2,4,3,2,2,2,2,4,1,1,1,1,1,2,3,2,2,2,2,3,2,3,3,4,3,2,2,3,3,5,4,4,1,3,3,2,4,3,3,3,3,4,4,,1,1,1,2,1,1,3,2,1,5,3,2,3,5,2,4,3,,,3,4,4,5,4,4,3,2,3,4,2,4,5,5,5,4,3,3,2,4,4,4,1,5,2,2,3,3,4,5,5,3,3,2,5,3,4,4,5,3,3,4,5,5,3,,4,2,3,4,4,2,3,2,0,4,3,2,4,3,3,3,2,3,3,0,,,3,Y,1,83
56,221,2,2,2,219,18,3,186.0,65.0,18.78829922534397,4,4,3,,,,4,4,3,4,2,4,3,3,3,4,4,3,2,4,4,3,3,3,3,2,3,3,3,3,2,4,4,4,4,3,4,3,4,3,4,3,3,4,1,3,2,5,3,4,4,4,4,3,4,4,2,2,3,3,2,3,1,3,2,2,4,2,5,3,4,4,3,2,4,4,5,2,3,3,3,4,2,3,4,3,3,3,,1,1,1,2,3,4,3,2,3,5,3,2,3,3,4,,3,,,,4,3,3,,2,2,4,3,,1,4,4,3,4,2,2,2,3,3,3,3,5,3,4,5,2,2,3,4,4,3,5,4,4,4,3,2,5,3,5,3,5,4,4,2,3,3,4,5,3,2,4,3,0,3,4,3,3,2,2,3,1,4,3,0,,,4,Y,1,83
57,222,1,1,2,210,17,2,162.0,64.0,24.38652644413961,4,4,4,4,4,12,1,4,4,2,4,5,4,4,4,5,4,4,4,4,4,3,5,3,5,4,4,3,3,1,5,4,5,4,4,4,4,4,5,5,4,5,2,3,1,3,3,5,2,3,4,2,4,4,4,4,3,2,3,3,3,2,1,3,4,2,3,2,5,3,4,4,4,5,4,4,5,4,2,4,2,3,4,4,4,2,4,4,,1,2,1,2,2,2,1,1,4,4,2,2,4,4,3,3,3,,,4,4,2,4,2,2,2,4,3,4,3,4,2,3,2,3,2,2,3,4,3,5,4,4,3,5,2,3,2,3,4,3,2,1,5,3,3,4,5,3,4,4,4,3,4,5,4,1,3,5,3,2,4,3,0,2,3,2,3,4,3,2,1,2,3,0,,,4,Y,1,78
58,230,1,1,2,217,18,3,160.0,45.0,17.578124999999996,4,4,2,4,4,13,1,5,4,4,4,4,4,5,4,3,3,4,3,3,4,4,5,4,5,4,5,3,4,4,4,2,5,3,4,5,3,3,4,3,2,3,2,4,1,3,3,4,3,5,3,3,3,3,1,4,1,4,3,4,3,3,1,4,2,3,2,2,2,4,4,5,4,4,4,5,5,3,3,4,2,4,2,3,5,4,5,3,,1,4,1,5,1,1,3,2,4,5,4,5,3,1,2,5,3,,,1,4,2,5,2,2,2,4,4,4,3,3,4,5,4,3,4,3,4,5,4,3,1,5,1,5,5,3,3,4,5,3,5,5,5,5,4,4,5,4,5,2,5,3,4,4,3,2,3,4,2,1,2,3,0,2,4,2,4,2,2,2,4,4,4,0,,,4,Y,1,83
59,234,1,1,2,175,14,2,169.0,66.0,23.1084345786212,4,4,3,3,4,12,4,4,4,3,5,5,4,4,4,5,4,5,5,3,5,5,1,4,4,4,5,3,2,2,5,4,5,4,5,3,5,3,5,5,2,4,1,3,1,3,1,5,5,4,5,5,5,5,4,5,2,2,5,4,2,1,1,2,1,1,1,1,1,4,2,4,3,3,3,1,1,5,1,2,3,5,3,4,5,4,3,5,,5,3,5,4,1,1,1,4,4,5,5,5,5,3,4,4,4,,,2,5,2,3,5,5,3,2,1,2,1,2,3,3,1,3,3,2,3,3,3,5,5,4,1,3,1,1,2,2,5,2,1,1,5,1,3,4,3,4,3,5,5,1,3,4,3,2,4,2,3,5,2,1,0,,4,4,4,4,4,,1,4,3,3,,,5,Y,1,59
60,235,1,1,2,203,16,2,163.0,60.0,22.582709172343712,4,,2,4,4,13,3,3,3,3,1,3,4,5,2,5,3,5,1,3,5,5,3,5,5,5,4,5,4,1,4,5,5,5,3,5,5,5,5,5,5,5,5,5,1,,5,5,5,4,3,3,3,1,1,5,3,4,2,4,2,1,3,2,1,1,1,1,5,5,3,3,3,1,3,1,3,4,3,1,3,5,3,3,5,5,5,5,,5,5,5,3,5,1,1,1,3,3,5,5,3,2,2,5,1,,,4,5,5,5,3,1,3,4,3,,3,3,2,3,3,2,1,3,1,3,1,3,4,1,3,5,1,4,3,5,4,1,5,1,2,5,4,3,5,3,1,4,2,3,4,2,1,2,5,3,5,2,4,,0,4,,4,,,,,,,,1,,,5,,1,
61,239,2,2,2,182,15,2,168.0,55.0,19.48696145124717,3,3,2,,,,1,3,4,2,4,4,4,5,5,3,4,4,4,3,4,4,5,4,3,4,2,4,4,4,4,2,5,3,4,4,5,3,5,3,4,3,4,4,1,1,1,5,1,1,1,1,1,4,3,2,1,2,2,3,3,5,1,3,3,5,2,5,5,3,3,3,3,5,4,5,5,2,3,3,2,4,3,3,4,4,2,4,,1,1,1,1,1,4,2,2,1,4,3,4,2,4,2,2,5,,,4,3,4,2,1,1,1,3,2,3,2,1,1,3,2,2,1,3,4,4,3,2,3,5,3,4,3,4,1,4,4,2,3,3,3,2,2,3,5,4,5,4,5,1,1,1,2,3,5,3,3,1,4,2,0,2,2,,,2,4,2,2,2,2,2,,,4,Y,1,83
62,240,1,1,2,159,13,1,156.0,45.0,18.49112426035503,1,3,3,2,4,12,3,2,3,4,4,4,3,5,5,4,3,3,4,4,4,3,4,5,2,4,3,4,4,4,4,4,4,3,4,4,4,2,5,2,3,3,2,3,2,0,0,3,2,2,3,4,4,4,2,2,3,2,3,4,4,4,1,4,4,4,4,4,4,4,5,4,5,5,5,5,5,3,4,4,4,2,1,2,3,2,4,3,,1,1,1,1,1,1,1,1,1,4,5,1,3,3,3,4,4,,,2,3,2,4,1,2,3,4,4,3,1,2,,2,2,2,3,2,4,3,4,4,4,5,1,2,3,4,3,3,3,3,2,2,5,3,2,4,5,5,3,4,4,1,,5,4,2,4,5,2,1,2,1,1,4,4,2,4,4,4,4,2,4,3,5,,,4,Y,1,97
63,241,1,1,2,242,20,3,165.0,62.0,22.77318640955005,4,3,3,4,4,11,3,3,4,,3,3,3,4,2,3,2,3,5,3,2,3,3,4,,2,4,2,,5,4,2,4,4,4,2,5,3,5,,3,4,2,3,1,4,3,5,5,3,5,,1,4,3,2,,2,3,,3,2,1,3,4,2,3,2,4,,4,,3,3,4,3,3,,3,3,3,4,1,2,4,2,4,2,,1,1,2,2,1,1,2,1,4,5,2,3,3,2,2,4,4,,,3,4,3,4,3,3,3,2,3,,3,2,2,2,2,3,2,3,3,,3,3,5,2,,4,2,4,2,4,4,2,2,1,4,,4,3,5,3,3,3,4,4,3,4,3,3,4,,2,1,2,3,0,3,4,2,4,3,4,4,4,4,4,5,,,4,Y,1,35
64,245,1,0,1,207,17,2,169.0,57.0,19.95728440880922,,4,4,4,4,11,2,4,5,5,4,5,5,5,5,5,4,5,3,5,5,5,3,5,5,5,5,4,4,3,5,4,3,5,5,5,5,4,5,5,4,4,3,2,1,5,1,5,4,4,4,1,2,3,1,4,1,1,4,4,3,3,2,4,3,3,3,3,4,4,3,,4,5,4,3,4,3,1,4,4,5,3,2,2,5,5,4,,1,1,4,2,1,1,4,4,1,5,2,2,3,2,4,5,5,,,3,5,3,5,1,4,3,4,4,4,5,5,5,5,5,3,1,3,4,4,3,5,1,4,1,1,1,3,2,1,3,2,1,1,5,3,2,4,4,1,2,4,2,4,3,4,3,3,3,3,3,5,2,2,3,,,,,,,,,,,0,,,2,Y,1,66
65,246,1,1,2,284,23,3,167.0,59.0,21.15529420201513,4,4,3,4,4,13,3,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,5,5,5,4,5,4,5,3,5,5,3,5,4,5,3,5,5,4,4,4,3,1,2,3,5,3,2,3,4,4,5,4,2,2,3,3,4,3,2,1,3,4,3,3,3,4,4,3,3,3,4,4,2,2,5,1,3,3,5,4,4,4,4,4,4,,2,2,5,4,1,1,2,3,4,5,4,4,4,4,4,4,5,,,3,4,3,3,3,3,3,2,1,2,4,4,4,5,4,3,3,3,3,3,3,5,3,4,2,5,1,3,2,2,2,2,2,1,4,2,2,4,4,2,2,4,2,4,4,4,3,3,2,2,2,1,2,3,0,3,4,3,3,4,2,2,1,3,3,0,travail,,4,Y,1,59
